,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4: Incident type 2015-2019,,,,,,,,,,,,,,,,,,,,,,,,,
Outage_OIS_Number,Date,Time,Latitude,Longitude,Circuit Name,Type of Equipment Involved,Facility Identification,Voltage,Overhead/Underground,,,,,,,,,,,,,,,,
438283,6/30/19,5:30:00 PM,40.5260767,-122.3337533,GIRVAN-1102,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
438317,6/30/19,6:02:00 PM,37.7216967,-121.5222917,LAMMERS-1101,Circuit Breaker,,12000,UG,,,,,,,,,,,,,,,,
TR3415259,7/1/19,2:15:00 AM,38.2954983,-120.833485,CLAY-1103,,,12000,,,,,,,,,,,,,,,,,
438935,7/1/19,1:51:00 PM,40.978885,-124.0365783,BLUE-LAKE-1102,Fuse,,12000,OH,,,,,,,,,,,,,,,,
439795,7/2/19,10:59:00 AM,38.926615,-121.260285,LINCOLN-1104,,,12000,,,,,,,,,,,,,,,,,
TR3419954,7/2/19,11:48:00 AM,36.21459,-121.1225583,KING-CITY-1106,,,12000,,,,,,,,,,,,,,,,,
TR3421899,7/2/19,10:51:00 PM,36.335685,-121.2563483,LOS-COCHES-1102,,,12000,,,,,,,,,,,,,,,,,
441083,7/4/19,4:44:00 PM,39.9813467,-122.2239617,CORNING-1102,,,12000,,,,,,,,,,,,,,,,,
441072,7/4/19,4:44:00 PM,39.9813467,-122.2239617,CORNING-1102,,,12000,,,,,,,,,,,,,,,,,
441190,7/5/19,1:36:00 AM,37.6969033,-121.1055117,BANTA-1101,Circuit Breaker,,12000,OH,,,,,,,,,,,,,,,,
TR3429186,7/5/19,4:49:00 PM,38.4029,-121.9373,VACA-DIXON-1101,,,12000,,,,,,,,,,,,,,,,,
441523,7/5/19,4:02:00 PM,39.0804314,-122.9060996,HARTLEY-1102,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
441238,7/5/19,8:15:00 AM,37.9778017,-121.2458017,EAST-STOCKTON-1101,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
TR3428989,7/5/19,3:10:00 PM,36.27445,-119.78091,LEMOORE-1102,,,12000,,,,,,,,,,,,,,,,,
441928,7/6/19,3:34:00 PM,37.7300317,-121.4269267,LAMMERS-1103,Transformer,,12000,OH,,,,,,,,,,,,,,,,
441914,7/6/19,2:22:00 PM,34.6387983,-119.9695367,SANTA-YNEZ-1104,Fuse,,12000,OH,,,,,,,,,,,,,,,,
442211,7/7/19,7:14:00 PM,38.2497883,-122.0342267,SUISUN-1105,Circuit Breaker,,12000,OH,,,,,,,,,,,,,,,,
442210,7/7/19,6:23:00 PM,40.3866983,-122.2747167,COTTONWOOD-1101,,,12000,,,,,,,,,,,,,,,,,
444485,7/10/19,2:25:00 PM,36.958049,-120.109356,BONITA-1102,Jumpers,,12000,OH,,,,,,,,,,,,,,,,
445397,7/11/19,3:27:00 PM,39.5656783,-120.6614367,ALLEGHANY-1101,,,12000,,,,,,,,,,,,,,,,,
447334,7/12/19,2:18:00 PM,35.3337633,-118.991055,BAKERSFIELD-2104,,,21000,,,,,,,,,,,,,,,,,
447762,7/12/19,7:38:00 PM,36.8079417,-119.5264133,RAINBOW-1106,Fuse,,12000,OH,,,,,,,,,,,,,,,,
449040,7/13/19,1:13:00 PM,34.7273,-120.4357,PURISIMA-1101,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
449613,7/13/19,3:56:00 PM,36.99075,-119.8686483,STOREY-1108,Fuse,,12000,OH,,,,,,,,,,,,,,,,
449273,7/13/19,12:04:00 PM,37.3904333,-120.61939,ATWATER-1103,,,12000,,,,,,,,,,,,,,,,,
450516,7/15/19,7:51:00 AM,38.32657,-122.56803,SONOMA-1104,Jumpers,,12000,OH,,,,,,,,,,,,,,,,
452373,7/15/19,1:50:00 PM,35.6028117,-119.08985,FAMOSO-1103,Fuse,,12000,OH,,,,,,,,,,,,,,,,
452267,7/15/19,2:12:00 PM,37.99042,-121.285665,WEST-LANE-1102,,,12000,,,,,,,,,,,,,,,,,
TR3468797,7/15/19,4:31:00 PM,37.9573067,-121.22331,MORMON-1103,,,12000,,,,,,,,,,,,,,,,,
454788,7/16/19,5:31:00 PM,40.169091,-122.305289,RED-BLUFF-1103,Fuse,,12000,OH,,,,,,,,,,,,,,,,
455068,7/17/19,7:49:00 AM,34.506555,-120.224747,BUELLTON-1101,Fuse,,12000,OH,,,,,,,,,,,,,,,,
456859,7/17/19,6:00:00 PM,37.28822,-122.01706,SARATOGA-1114,,,12000,,,,,,,,,,,,,,,,,
458436,7/18/19,12:10:00 PM,36.92302,-120.95593,BORDEN-1101,Circuit Breaker,,12000,OH,,,,,,,,,,,,,,,,
459154,7/18/19,3:23:00 PM,37.3551583,-120.5998883,ATWATER-1104,Fuse,,12000,OH,,,,,,,,,,,,,,,,
TR3485303,7/18/19,7:57:00 PM,37.0809833,-119.4865183,AUBERRY-1101,,,12000,,,,,,,,,,,,,,,,,
457748,7/18/19,10:27:00 AM,38.3032767,-120.6717767,CALAVERAS-CEMENT-1101,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
459794,7/18/19,7:12:00 PM,36.63395,-119.79127,BOWLES-1104,Transformer,,12000,OH,,,,,,,,,,,,,,,,
459930,7/19/19,11:59:00 AM,37.9162533,-120.3489583,CURTIS-1703,Fuse,,17000,OH,,,,,,,,,,,,,,,,
,7/19/19,4:58:00 PM,36.633192,-119.790996,BOWLES-1104,,,12000,,,,,,,,,,,,,,,,,
465110,7/21/19,3:22:00 PM,37.6321683,-122.119785,MT-EDEN-1110,Fuse,,12000,OH,,,,,,,,,,,,,,,,
465059,7/21/19,12:46:00 PM,37.051662,-122.152184,POINT-MORETTI-1101,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
465003,7/21/19,10:19:00 AM,36.7581,-119.77777,MANCHESTER-1109,Transformer,,12000,OH,,,,,,,,,,,,,,,,
464982,7/21/19,10:14:00 AM,38.97161,-120.99908,HALSEY-1102,Fuse,,12000,OH,,,,,,,,,,,,,,,,
465374,7/22/19,8:11:00 AM,38.7686583,-120.9632533,SHINGLE-SPRINGS-2109,,,21000,,,,,,,,,,,,,,,,,
468522,7/22/19,9:39:00 PM,38.8618317,-121.1044067,PENRYN-1103,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
469636,7/23/19,4:31:00 PM,37.24474,-121.999852,SARATOGA-1104,Fuse,,12000,OH,,,,,,,,,,,,,,,,
469660,7/23/19,4:55:00 PM,37.21282,-119.504967,SAN-JOAQUIN-#2-1103,Other,,12000,OH,,,,,,,,,,,,,,,,
469901,7/24/19,5:09:00 AM,36.99104,-121.573311,LLAGAS-2105,Fuse,,21000,OH,,,,,,,,,,,,,,,,
470516,7/24/19,3:38:00 PM,38.359945,-121.993354,VACAVILLE-1108,Circuit Breaker,,12000,OH,,,,,,,,,,,,,,,,
470801,7/25/19,12:15:00 AM,39.066214,-120.975391,WEIMAR-1101,Fuse,,12000,OH,,,,,,,,,,,,,,,,
470869,7/25/19,7:39:00 AM,39.1735,-123.57631,PHILO-1102,Jumpers,,12000,OH,,,,,,,,,,,,,,,,
471889,7/25/19,3:47:00 PM,37.2493117,-121.8868933,HICKS-1108,,,12000,,,,,,,,,,,,,,,,,
472012,7/25/19,7:34:00 PM,37.2045583,-120.4366317,MERCED-1114,Fuse,,12000,OH,,,,,,,,,,,,,,,,
472538,7/26/19,12:03:00 PM,38.7317583,-120.8086067,PLACERVILLE-2106,Fuse,,21000,OH,,,,,,,,,,,,,,,,
TR3528349,7/26/19,6:37:00 PM,38.70719,-122.048085,MADISON-2101,,,21000,,,,,,,,,,,,,,,,,
473503,7/27/19,3:30:00 PM,35.487845,-120.6679367,ATASCADERO-1101,,,12000,,,,,,,,,,,,,,,,,
473039,7/27/19,8:22:00 AM,40.37889,-122.187276,PANORAMA-1102,,,12000,,,,,,,,,,,,,,,,,
473527,7/27/19,4:17:00 PM,37.7266,-120.32455,MERCED-FALLS-1102,Fuse,,12000,OH,,,,,,,,,,,,,,,,
472995,7/27/19,3:43:00 AM,38.655709,-122.895164,FITCH-MOUNTAIN-1113,,,12000,,,,,,,,,,,,,,,,,
472999,7/27/19,4:51:00 AM,37.948607,-120.46557,PEORIA-1705,Fuse,,17000,OH,,,,,,,,,,,,,,,,
474198,7/28/19,11:13:00 PM,36.960757,-119.728039,WOODWARD-2108,,,21000,,,,,,,,,,,,,,,,,
474835,7/29/19,3:11:00 PM,38.5144533,-121.775115,DAVIS-1107,,,12000,,,,,,,,,,,,,,,,,
475177,7/30/19,12:17:00 AM,38.5156,-122.82687,FULTON-1101,Transformer,,12000,OH,,,,,,,,,,,,,,,,
475744,7/30/19,3:15:00 PM,39.1206667,-121.0720067,HIGGINS-1104,Fuse,,12000,OH,,,,,,,,,,,,,,,,
475677,7/30/19,2:16:00 PM,40.9553983,-124.10207,BLUE-LAKE-1102,Sectionalizer,,12000,OH,,,,,,,,,,,,,,,,
475771,7/30/19,3:24:00 PM,37.4376567,-121.875275,MILPITAS-1109,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
476668,7/31/19,6:34:00 PM,36.31063,-121.0437233,LOS-OSITOS-2103,,,21000,,,,,,,,,,,,,,,,,
477274,8/1/19,1:28:00 PM,38.57212,-120.68026,APPLE-HILL-2102,Fuse,,21000,OH,,,,,,,,,,,,,,,,
477558,8/2/19,3:28:00 AM,38.09344,-122.19835,NORTH-TOWER-1108,Circuit Breaker,,12000,OH,,,,,,,,,,,,,,,,
477571,8/2/19,3:28:00 AM,36.78632,-119.5197783,RAINBOW-1106,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
,8/2/19,,38.373582,-121.139454,TOKAY-1101,,,12000,,,,,,,,,,,,,,,,,
480693,8/3/19,11:37:00 AM,35.6909117,-119.8232217,TWISSELMAN-1102,Fuse,,12000,OH,,,,,,,,,,,,,,,,
483993,8/5/19,11:55:00 AM,38.25097,-122.5824,LAKEVILLE-1102,Circuit Breaker,,12000,OH,,,,,,,,,,,,,,,,
485271,8/5/19,10:38:00 PM,37.1869,-119.7901783,COARSEGOLD-2104,Transformer,,21000,OH,,,,,,,,,,,,,,,,
485282,8/5/19,11:32:00 PM,38.2843183,-122.11834,MONTICELLO-1101,Circuit Breaker,,12000,OH,,,,,,,,,,,,,,,,
487363,8/6/19,3:47:00 PM,36.888,-121.7322,DEL-MONTE-2104,Fuse,,21000,OH,,,,,,,,,,,,,,,,
487215,8/6/19,12:12:00 PM,39.0505467,-121.0614433,HIGGINS-1110,Circuit Breaker,,12000,OH,,,,,,,,,,,,,,,,
487516,8/6/19,6:33:00 PM,37.40304,-121.90557,MONTAGUE-2108,Circuit Breaker,,21000,OH,,,,,,,,,,,,,,,,
487995,8/7/19,7:29:00 AM,37.183845,-122.39179,HALF-MOON-BAY-1103,Fuse,,12000,OH,,,,,,,,,,,,,,,,
489815,8/7/19,12:55:00 PM,37.14222,-120.4953317,EL-NIDO-1103,Switch,,12000,OH,,,,,,,,,,,,,,,,
494799,8/8/19,4:40:00 PM,37.0836833,-120.4942967,EL-NIDO-1102,,,12000,,,,,,,,,,,,,,,,,
498650,8/10/19,7:26:00 AM,39.012535,-121.4883883,PLUMAS-1101,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
498934,8/10/19,8:19:00 AM,39.489865,-121.53393,WYANDOTTE-1107,Transformer,,12000,OH,,,,,,,,,,,,,,,,
501547,8/10/19,5:30:00 PM,35.368,-118.9638,BAKERSFIELD-2106,Transformer,,21000,OH,,,,,,,,,,,,,,,,
501688,8/10/19,10:27:00 PM,35.6961267,-120.6977133,SAN-ARDO-1102,Jumpers,,12000,OH,,,,,,,,,,,,,,,,
501837,8/11/19,1:19:00 AM,39.115175,-121.001035,BRUNSWICK-1106,Fuse,,12000,OH,,,,,,,,,,,,,,,,
TR3601752,8/11/19,4:56:00 PM,39.6243267,-122.195125,LOGAN-CREEK-2102,,,21000,,,,,,,,,,,,,,,,,
503413,8/12/19,10:40:00 AM,37.983376,-122.453132,SAN-RAFAEL-1105,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
504662,8/12/19,5:43:00 PM,37.0508,-121.5894283,MORGAN-HILL-2110,Circuit Breaker,,21000,OH,,,,,,,,,,,,,,,,
504741,8/12/19,8:06:00 PM,39.0835083,-123.4895267,PHILO-1102,Fuse,,12000,OH,,,,,,,,,,,,,,,,
504678,8/12/19,5:42:00 PM,38.6618317,-120.7451217,DIAMOND-SPRINGS-1106,Fuse,,12000,OH,,,,,,,,,,,,,,,,
504829,8/13/19,12:55:00 AM,36.9508633,-119.8307067,CASSIDY-2107,Line Recloser,,21000,OH,,,,,,,,,,,,,,,,
504838,8/13/19,2:50:00 AM,38.000435,-121.7118933,CONTRA-COSTA-2107,Line Recloser,,21000,OH,,,,,,,,,,,,,,,,
506695,8/13/19,12:19:00 PM,36.610163,-121.445157,CRAZY-HORSE-CANYON-SALINAS-SOLEDAD-#2,,,115000,,,,,,,,,,,,,,,,,
511188,8/14/19,7:42:00 PM,37.3367233,-121.8966417,MABURY-1104,,,12000,,,,,,,,,,,,,,,,,
511069,8/14/19,4:35:00 PM,35.27155,-120.6434467,SAN-LUIS-OBISPO-1105,Jumpers,,12000,OH,,,,,,,,,,,,,,,,
510495,8/14/19,2:04:00 PM,36.97889,-120.0332383,STOREY-1108,Transformer,,12000,OH,,,,,,,,,,,,,,,,
508856,8/14/19,9:19:00 AM,38.0909467,-121.2604533,LOCKEFORD-2101,Fuse,,21000,OH,,,,,,,,,,,,,,,,
TR3616038,8/14/19,7:56:00 AM,39.81758,-121.9084583,ANITA-1106,,,12000,,,,,,,,,,,,,,,,,
512997,8/15/19,12:24:00 PM,37.21655,-121.756285,EDENVALE-2111,Circuit Breaker,,21000,OH,,,,,,,,,,,,,,,,
TR3627725,8/15/19,12:10:00 PM,36.60236,-119.45831,WAHTOKE-1110,,,12000,,,,,,,,,,,,,,,,,
515047,8/16/19,1:37:00 AM,40.294903,-121.240699,CHESTER-1102,Fuse,,12000,OH,,,,,,,,,,,,,,,,
516475,8/16/19,10:31:00 AM,39.371425,-121.3221283,BANGOR-1101,Fuse,,12000,OH,,,,,,,,,,,,,,,,
,8/16/19,6:11:00 PM,36.58406,-119.77307,BOWLES-1101,,,12000,,,,,,,,,,,,,,,,,
,8/17/19,3:35:00 PM,38.3303083,-120.93347,CLAY-1103,,,12000,,,,,,,,,,,,,,,,,
521646,8/18/19,8:20:00 AM,36.7367033,-119.6985333,MALAGA-1110,Jumpers,,12000,OH,,,,,,,,,,,,,,,,
521828,8/18/19,3:46:00 PM,34.9150383,-120.4555867,SISQUOC-1103,Jumpers,,12000,OH,,,,,,,,,,,,,,,,
523893,8/19/19,5:27:00 PM,40.9399117,-123.6322117,WILLOW-CREEK-1101,Circuit Breaker,,12000,OH,,,,,,,,,,,,,,,,
,8/20/19,9:03:00 AM,41.1087967,-121.503435,MC-ARTHUR-1101,,,12000,,,,,,,,,,,,,,,,,
526859,8/20/19,10:04:00 PM,38.22846,-121.0292717,LOCKEFORD-2102,Fuse,,21000,OH,,,,,,,,,,,,,,,,
527019,8/21/19,7:50:00 AM,38.52175,-121.5494633,DEEPWATER-1107,Circuit Breaker,,12000,OH,,,,,,,,,,,,,,,,
,8/21/19,5:18:00 PM,37.037777,-121.026733,SANTA-NELLA-1101,,,12000,,,,,,,,,,,,,,,,,
532944,8/22/19,10:23:00 PM,39.138953,-121.019372,BRUNSWICK-1106,Fuse,,12000,OH,,,,,,,,,,,,,,,,
535021,8/23/19,9:39:00 PM,34.948027,-118.932673,TEJON-1102,Circuit Breaker,,12000,OH,,,,,,,,,,,,,,,,
535042,8/23/19,11:40:00 PM,35.9905283,-119.96161,TULARE-LAKE-1104,,,12000,,,,,,,,,,,,,,,,,
534832,8/23/19,5:54:00 PM,36.75595771,-119.8644152,WEST-FRESNO-1112,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
534867,8/23/19,5:07:00 PM,37.999975,-121.7865317,LONE-TREE-2102,,,21000,,,,,,,,,,,,,,,,,
534261,8/23/19,1:17:00 PM,36.7262,-119.4742,WAHTOKE-1108,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
537910,8/24/19,8:26:00 PM,37.5907833,-122.4126733,MILLBRAE-1104,,,12000,,,,,,,,,,,,,,,,,
537867,8/24/19,7:02:00 PM,39.04969,-121.0614483,HIGGINS-1110,Circuit Breaker,,12000,OH,,,,,,,,,,,,,,,,
538143,8/25/19,1:13:00 PM,40.9481083,-123.6389483,HOOPA-1101,Fuse,,12000,OH,,,,,,,,,,,,,,,,
,8/25/19,12:50:00 AM,38.592235,-122.57913,CALISTOGA-1101,,,12000,,,,,,,,,,,,,,,,,
542911,8/27/19,2:47:00 PM,37.52659,-120.44202,MERCED-FALLS-1102,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
543142,8/28/19,2:15:00 AM,36.8648967,-119.6206033,COPPERMINE-1104,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
545799,8/28/19,4:43:00 PM,39.7457217,-123.200935,COVELO-1101,Fuse,,12000,OH,,,,,,,,,,,,,,,,
545484,8/28/19,2:12:00 PM,36.781825,-119.871415,ASHLAN-AVE-1113,Switch,,12000,OH,,,,,,,,,,,,,,,,
549187,8/30/19,4:37:00 PM,37.796685,-121.448855,TRACY-1102,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
549495,8/31/19,10:20:00 AM,40.660998,-122.356007,OREGON-TRAIL-1102,Fuse,,12000,OH,,,,,,,,,,,,,,,,
550549,9/1/19,4:50:00 PM,35.9080033,-121.010985,JOLON-1102,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
550619,9/1/19,10:01:00 PM,36.77017,-119.76292,MANCHESTER-1110,,,12000,,,,,,,,,,,,,,,,,
550231,9/1/19,6:59:00 AM,38.061705,-122.532706,IGNACIO-1103,Circuit Breaker,,12000,OH,,,,,,,,,,,,,,,,
,9/1/19,9:34:00 PM,34.6265283,-120.0891617,SANTA-YNEZ-1104,,,12000,,,,,,,,,,,,,,,,,
551007,9/3/19,6:42:00 AM,39.2218667,-121.4482367,EAST-MARYSVILLE-1108,,,12000,,,,,,,,,,,,,,,,,
552012,9/3/19,9:27:00 PM,35.236235,-119.597055,FELLOWS-2104,Circuit Breaker,,21000,OH,,,,,,,,,,,,,,,,
552876,9/4/19,11:45:00 AM,35.77594,-119.71437,TWISSELMAN-2105,Line Recloser,,21000,OH,,,,,,,,,,,,,,,,
556433,9/5/19,1:53:00 PM,36.16604,-120.2551733,COALINGA-NO-2-1106,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
556944,9/5/19,11:02:00 PM,37.16527,-122.20099,BIG-BASIN-1102,Fuse,,12000,OH,,,,,,,,,,,,,,,,
559218,9/6/19,7:16:00 PM,38.9039683,-121.212295,LINCOLN-1101,Fuse,,12000,OH,,,,,,,,,,,,,,,,
557621,9/6/19,8:55:00 AM,34.8937167,-120.300965,SISQUOC-1103,Circuit Breaker,,12000,OH,,,,,,,,,,,,,,,,
TR3742930,9/6/19,12:34:00 PM,40.0697833,-122.2315033,GERBER-1102,,,12000,,,,,,,,,,,,,,,,,
559342,9/7/19,7:04:00 AM,37.7980767,-121.5216283,HERDLYN-1103,Transformer,,12000,OH,,,,,,,,,,,,,,,,
561980,9/7/19,3:07:00 PM,36.760417,-119.796196,MANCHESTER-1108,Transformer,,12000,OH,,,,,,,,,,,,,,,,
561353,9/7/19,11:42:00 AM,38.893755,-121.3586233,LINCOLN-1105,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
562127,9/7/19,4:03:00 PM,37.79045,-121.2305617,MANTECA-1706,Transformer,,17000,OH,,,,,,,,,,,,,,,,
562163,9/7/19,5:25:00 PM,39.016655,-122.9113183,CLEAR-LAKE-1102,,,12000,,,,,,,,,,,,,,,,,
562219,9/7/19,7:09:00 PM,36.844629,-119.539082,CLOVIS-1108,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
562569,9/8/19,4:08:00 PM,39.7537417,-121.91898,NORD-1104,Circuit Breaker,,12000,OH,,,,,,,,,,,,,,,,
562492,9/8/19,12:14:00 PM,35.415883,-119.040263,KERN-OIL-1109,Transformer,,12000,OH,,,,,,,,,,,,,,,,
564413,9/9/19,12:38:00 PM,37.7182567,-122.411935,SF-H-1108,Circuit Breaker,,12000,OH,,,,,,,,,,,,,,,,
564479,9/9/19,12:35:00 PM,35.6959233,-120.6807933,SAN-MIGUEL-1104,Fuse,,12000,OH,,,,,,,,,,,,,,,,
567398,9/10/19,7:13:00 AM,37.16527,-122.20099,BIG-BASIN-1102,Fuse,,12000,OH,,,,,,,,,,,,,,,,
569512,9/10/19,3:03:00 PM,36.4310717,-119.6992867,HARDWICK-1101,,,12000,,,,,,,,,,,,,,,,,
TR3769998,9/11/19,12:57:00 PM,37.6093367,-122.3969667,MILLBRAE-1108,,,12000,,,,,,,,,,,,,,,,,
572590,9/11/19,5:13:00 PM,35.7177433,-119.3838383,SMYRNA-1103,Fuse,,12000,OH,,,,,,,,,,,,,,,,
572598,9/11/19,6:28:00 PM,35.8492867,-120.0650333,DEVILS-DEN-1101,,,12000,,,,,,,,,,,,,,,,,
572688,9/11/19,9:03:00 PM,38.31325,-120.9808517,CLAY-1103,Fuse,,12000,OH,,,,,,,,,,,,,,,,
,9/11/19,,37.993688,-122.136959,ALHAMBRA-1105,,,12000,,,,,,,,,,,,,,,,,
576157,9/12/19,2:25:00 PM,37.3143717,-122.1864767,MENLO-1103,Jumpers,,12000,OH,,,,,,,,,,,,,,,,
576660,9/13/19,6:30:00 AM,37.334805,-121.7715733,SWIFT-2110,Line Recloser,,21000,OH,,,,,,,,,,,,,,,,
579422,9/13/19,4:38:00 PM,37.4255833,-121.9244533,DIXON-LANDING-2103,Circuit Breaker,,21000,OH,,,,,,,,,,,,,,,,
579237,9/13/19,3:47:00 PM,37.6446233,-122.118675,CASTRO-VALLEY-1102,Fuse,,12000,OH,,,,,,,,,,,,,,,,
579668,9/13/19,8:26:00 PM,40.7973333,-124.1968117,FAIRHAVEN-1104,Jumpers,,12000,OH,,,,,,,,,,,,,,,,
577453,9/13/19,8:53:00 AM,39.05865,-121.1381333,HIGGINS-1109,,,12000,,,,,,,,,,,,,,,,,
577968,9/13/19,10:30:00 AM,36.9041017,-121.4034467,HOLLISTER-2104,Fuse,,21000,OH,,,,,,,,,,,,,,,,
583270,9/15/19,12:38:00 PM,38.119395,-120.8013433,NORTH-BRANCH-1101,Jumpers,,12000,OH,,,,,,,,,,,,,,,,
583312,9/15/19,12:58:00 PM,38.3535,-122.7049,NOVATO-1103,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
585340,9/16/19,2:39:00 PM,37.37624,-119.87289,MARIPOSA-2102,Line Recloser,,21000,OH,,,,,,,,,,,,,,,,
588174,9/17/19,1:21:00 PM,38.60177,-121.69283,DAVIS-1106,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
,9/17/19,,38.806545,-121.308046,PLEASANT-GROVE-2104,,,21000,,,,,,,,,,,,,,,,,
597834,9/20/19,10:58:00 AM,39.9803883,-122.1406883,CORNING-1102,,,12000,,,,,,,,,,,,,,,,,
603553,9/22/19,11:45:00 AM,38.6039467,-121.05914,CLARKSVILLE-2103,,,21000,,,,,,,,,,,,,,,,,
603513,9/22/19,11:34:00 AM,35.9690967,-121.18001,JOLON-1103,Fuse,,12000,OH,,,,,,,,,,,,,,,,
603613,9/22/19,11:56:00 AM,37.51683,-119.91594,MARIPOSA-2101,Line Recloser,,21000,OH,,,,,,,,,,,,,,,,
607481,9/23/19,4:04:00 PM,37.8798617,-122.0788667,ROSSMOOR-1105,Circuit Breaker,,12000,OH,,,,,,,,,,,,,,,,
TR3834509,9/23/19,4:39:00 PM,38.629885,-121.71094,DAVIS-1106,,,12000,,,,,,,,,,,,,,,,,
607951,9/23/19,7:13:00 PM,38.431565,-121.9154633,VACA-DIXON-1103,Fuse,,12000,OH,,,,,,,,,,,,,,,,
610673,9/24/19,1:13:00 PM,38.4925267,-122.465615,SILVERADO-2105,,,21000,,,,,,,,,,,,,,,,,
611095,9/24/19,1:59:00 PM,35.1314333,-119.4616533,TAFT-1108,,,12000,,,,,,,,,,,,,,,,,
TR3847783,9/25/19,9:45:00 AM,38.795125,-121.475595,CATLETT-1102,,,12000,,,,,,,,,,,,,,,,,
617717,9/26/19,11:12:00 AM,38.5894967,-121.698035,DAVIS-1106,,,12000,,,,,,,,,,,,,,,,,
618617,9/26/19,1:47:00 PM,38.11225,-122.221454,VALLEJO-B-1101,,,12000,,,,,,,,,,,,,,,,,
618773,9/26/19,2:12:00 PM,36.9517133,-121.8277917,ROB-ROY-2104,Fuse,,21000,OH,,,,,,,,,,,,,,,,
619481,9/26/19,5:54:00 PM,37.9855033,-121.309285,GRAND-ISLAND-2224,Switch,,21000,OH,,,,,,,,,,,,,,,,
621874,9/27/19,10:30:00 AM,36.5610183,-121.1752667,HOLLISTER-2105,Fuse,,21000,OH,,,,,,,,,,,,,,,,
623275,9/27/19,2:25:00 PM,38.4845083,-121.7228783,DAVIS-1107,Fuse,,12000,OH,,,,,,,,,,,,,,,,
627053,9/28/19,1:16:00 PM,37.25534,-119.50572,SAN-JOAQUIN-#3-1103,Transformer,,12000,OH,,,,,,,,,,,,,,,,
627951,9/28/19,4:18:00 PM,38.2300317,-122.4592883,SONOMA-1107,Transformer,,12000,OH,,,,,,,,,,,,,,,,
628264,9/28/19,7:24:00 PM,39.6134567,-121.7083167,ESQUON-1101,,,12000,,,,,,,,,,,,,,,,,
629048,9/29/19,1:30:00 PM,39.56929,-121.73385,ESQUON-1101,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
629060,9/29/19,3:04:00 PM,36.23811,-120.395815,COALINGA-NO-2-1105,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
629451,9/29/19,8:06:00 PM,37.5563467,-121.896455,SUNOL-1101,Fuse,,12000,OH,,,,,,,,,,,,,,,,
629402,9/29/19,8:29:00 PM,36.2994,-119.76942,LEMOORE-1105,Jumpers,,12000,OH,,,,,,,,,,,,,,,,
629480,9/29/19,10:06:00 PM,37.064165,-119.9769483,STOREY-1109,Fuse,,12000,OH,,,,,,,,,,,,,,,,
632533,9/30/19,2:29:00 PM,34.6139167,-120.179945,BUELLTON-1102,Fuse,,12000,OH,,,,,,,,,,,,,,,,
638800,10/2/19,5:17:00 PM,38.4306367,-122.7975783,MOLINO-1102,Fuse,,12000,OH,,,,,,,,,,,,,,,,
638859,10/2/19,7:15:00 PM,36.9954083,-119.99999,STOREY-1109,Switch,,12000,OH,,,,,,,,,,,,,,,,
TR3905361,10/3/19,4:28:00 PM,37.197785,-120.014312,LE-GRAND-1104,,,12000,,,,,,,,,,,,,,,,,
643843,10/4/19,7:07:00 PM,40.496435,-122.044779,DESCHUTES-1101,,,12000,,,,,,,,,,,,,,,,,
643917,10/5/19,5:48:00 AM,35.20845,-119.006825,OLD-RIVER-1102,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
645030,10/5/19,4:46:00 PM,35.1126233,-120.6173183,SISQUOC-1103,Line Recloser,,12000,OH,,,,,,,,,,,,,,,,
645030,10/5/19,4:43:00 PM,34.8936733,-120.30035,SISQUOC-1103,Line Recloser,182811103,12000,OH,,,,,,,,,,,,,,,,
645744,10/6/19,8:30:00 PM,37.6538517,-122.1068333,SAN-LEANDRO-U-1112,Transformer,3.15156E+11,12000,OH,,,,,,,,,,,,,,,,
645927,10/7/19,9:27:00 AM,38.1047633,-122.8265683,OLEMA-1101,,3.13315E+11,12000,,,,,,,,,,,,,,,,,
