,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4: Incident type 2015-2019,,,,,,,,,,,,,,,,,,,,,,,,,
Outage_OIS_Number,Date,Time,Latitude,Longitude,Circuit Name,Type of Equipment Involved,Facility Identification,Voltage,Overhead/Underground,,,,,,,,,,,,,,,,
1485464,6/8/16,4:51:00 PM,35.67161999,-120.59802,TEMPLETON-2109,Conductor,101867293,21000,OH,,,,,,,,,,,,,,,,
1485237,6/8/16,10:47:00 AM,39.30324999,-121.52073,HONCUT-1102,Conductor,101331693,12000,OH,,,,,,,,,,,,,,,,
1486362,6/9/16,11:57:00 PM,39.0147867,-122.856975,CLEAR-LAKE-1102,Conductor,102143661,12000,OH,,,,,,,,,,,,,,,,
1486227,6/9/16,4:09:00 PM,38.70030821,-120.8470419,DIAMOND-SPRINGS-1103,Conductor,101390214,12000,OH,,,,,,,,,,,,,,,,
1486454,6/10/16,8:27:00 AM,36.729615,-119.6997383,MALAGA-1110,Conductor,102309139,12000,OH,,,,,,,,,,,,,,,,
TR7287499,6/10/16,3:04:00 PM,39.9933533,-123.7882867,GARBERVILLE-1101,Conductor,100992291,12000,OH,,,,,,,,,,,,,,,,
TR7287729,6/10/16,4:32:00 PM,38.17922,-120.66569,CALAVERAS-CEMENT-1101,Conductor,103809655,12000,OH,,,,,,,,,,,,,,,,
1487266,6/11/16,7:45:00 PM,39.3265417,-121.3921333,BANGOR-1101,Transformer,101292512,12000,OH,,,,,,,,,,,,,,,,
1487419,6/12/16,8:10:00 AM,36.59355999,-119.988749,MC-MULLIN-1104,Conductor,100668862,12000,OH,,,,,,,,,,,,,,,,
1487616,6/12/16,1:39:00 PM,39.6799233,-122.32165,LOGAN-CREEK-2102,Conductor,100405660,21000,OH,,,,,,,,,,,,,,,,
1487580,6/12/16,1:12:00 PM,38.25347,-122.062759,SUISUN-1108,Conductor,101557178,12000,OH,,,,,,,,,,,,,,,,
TR7295403,6/12/16,9:56:00 PM,37.2694083,-121.789345,PIERCY-2109,Conductor,103434547,21000,OH,,,,,,,,,,,,,,,,
1487713,6/12/16,6:39:00 PM,39.1591383,-121.5886133,EAST-MARYSVILLE-1105,Conductor,101312163,12000,OH,,,,,,,,,,,,,,,,
1487584,6/12/16,1:32:00 PM,37.5096033,-120.046225,BEAR-VALLEY-2101,Conductor,101083986,21000,OH,,,,,,,,,,,,,,,,
1487497,6/12/16,10:23:00 AM,38.04910999,-120.39761,CURTIS-1704,Conductor,101042514,17000,OH,,,,,,,,,,,,,,,,
1487821,6/13/16,6:00:00 AM,39.46405999,-121.885809,RICE-1103,Transformer,101617882,12000,OH,,,,,,,,,,,,,,,,
1489507,6/15/16,1:46:00 PM,38.43751999,-122.677059,SANTA-ROSA-A-1110,Conductor,102024321,12000,OH,,,,,,,,,,,,,,,,
1489479,6/15/16,1:23:00 PM,38.4433,-120.75676,MARTELL-1101,Conductor,103169620,12000,OH,,,,,,,,,,,,,,,,
TR7310615,6/16/16,8:39:00 AM,37.86781,-121.63822,BRENTWOOD-2105,Conductor,100497743,21000,OH,,,,,,,,,,,,,,,,
1490933,6/16/16,5:58:00 PM,37.3405733,-121.7822867,SWIFT-2110,Conductor,100576793,21000,OH,,,,,,,,,,,,,,,,
TR7311824,6/16/16,1:55:00 PM,39.0681,-121.66052,BARRY-1102,Lightning Arrestor,101329181,12000,OH,,,,,,,,,,,,,,,,
TR7318314,6/17/16,11:24:00 AM,36.73252,-120.40494,MENDOTA-1103,Capacitor Bank,102312507,12000,OH,,,,,,,,,,,,,,,,
1492301,6/19/16,3:24:00 PM,38.45078,-122.354579,SILVERADO-2102,Conductor,102256859,21000,OH,,,,,,,,,,,,,,,,
1492239,6/19/16,12:10:00 PM,39.38112999,-123.7737,FORT-BRAGG-A-1102,Conductor,102187888,12000,OH,,,,,,,,,,,,,,,,
1492315,6/19/16,3:57:00 PM,38.24251999,-121.853549,PEABODY-2107,Conductor,101582754,21000,OH,,,,,,,,,,,,,,,,
1492780,6/20/16,1:40:00 PM,36.5356483,-119.378965,DINUBA-1102,Conductor,103238848,12000,OH,,,,,,,,,,,,,,,,
1492877,6/20/16,5:49:00 PM,41.06971,-123.678928,HOOPA-1101,Conductor,101011420,12000,OH,,,,,,,,,,,,,,,,
TR7333628,6/21/16,8:22:00 PM,35.535246,-120.845736,TEMPLETON-2110,Conductor,101900832,21000,OH,,,,,,,,,,,,,,,,
1493515,6/21/16,5:04:00 PM,38.42327999,-122.54477,DUNBAR-1101,Conductor,102036904,12000,OH,,,,,,,,,,,,,,,,
1493579,6/21/16,6:06:00 PM,39.2851717,-123.2053017,CALPELLA-1101,Conductor,102176908,12000,OH,,,,,,,,,,,,,,,,
TR7330027,6/21/16,10:15:00 AM,39.02942,-121.29275,LINCOLN-1104,Conductor,100024816,12000,OH,,,,,,,,,,,,,,,,
TR7337193,6/22/16,7:38:00 PM,36.38751353,-119.8349591,CAMDEN-1103,Conductor,100848643,12000,OH,,,,,,,,,,,,,,,,
1494370,6/22/16,10:43:00 PM,38.12062999,-121.9545,CORDELIA-1104,,2.20135E+11,12000,OH,,,,,,,,,,,,,,,,
1494570,6/23/16,10:19:00 AM,36.72433999,-120.05834,KERMAN-1103,Conductor,100637712,12000,OH,,,,,,,,,,,,,,,,
1494905,6/23/16,7:22:00 PM,35.62118999,-120.35616,CHOLAME-2102,Conductor,101937184,21000,OH,,,,,,,,,,,,,,,,
TR7343722,6/24/16,2:41:00 PM,40.22003,-122.2829867,RED-BLUFF-1101,Unknown,101526647,12000,OH,,,,,,,,,,,,,,,,
1495000,6/24/16,3:28:00 AM,38.7191733,-121.0545983,CLARKSVILLE-2104,Conductor,101376553,21000,OH,,,,,,,,,,,,,,,,
1495862,6/25/16,5:40:00 PM,39.76025999,-121.618759,PARADISE-1105,Conductor,100327279,12000,OH,,,,,,,,,,,,,,,,
1496189,6/26/16,4:52:00 PM,35.67720999,-120.683959,SAN-MIGUEL-1104,Conductor,101869974,12000,OH,,,,,,,,,,,,,,,,
1496186,6/26/16,4:38:00 PM,39.50417,-121.447525,WYANDOTTE-1103,Conductor,100375810,12000,OH,,,,,,,,,,,,,,,,
1496075,6/26/16,11:10:00 AM,40.4832,-122.0466,DESCHUTES-1101,Conductor,101483777,12000,OH,,,,,,,,,,,,,,,,
1496228,6/26/16,6:10:00 PM,38.8087,-121.51591,CATLETT-1102,Conductor,101340542,12000,OH,,,,,,,,,,,,,,,,
1496633,6/27/16,11:19:00 AM,36.9088833,-119.5224167,COPPERMINE-1104,Lightning Arrestor,100726035,12000,OH,,,,,,,,,,,,,,,,
1497520,6/28/16,11:47:00 AM,37.29977999,-121.9766,SARATOGA-1111,Conductor,100593023,12000,OH,,,,,,,,,,,,,,,,
1497672,6/28/16,1:36:00 PM,38.09612999,-122.230429,VALLEJO-STATION-B-0413,Conductor,102278744,4000,OH,,,,,,,,,,,,,,,,
1497363,6/28/16,9:12:00 AM,37.10045,-120.224905,CHOWCHILLA-1104,Conductor,103810794,12000,OH,,,,,,,,,,,,,,,,
1498273,6/29/16,12:56:00 PM,36.50043999,-121.4347,SOLEDAD-2101,Other,101754504,21000,OH,,,,,,,,,,,,,,,,
1499124,6/30/16,5:15:00 PM,40.0353,-122.56939,CORNING-1102,Conductor,101528146,12000,OH,,,,,,,,,,,,,,,,
TR7371576,6/30/16,1:12:00 PM,37.992675,-120.399617,RACETRACK-1703,Conductor,102327111,17000,OH,,,,,,,,,,,,,,,,
1499844,7/1/16,9:47:00 PM,37.92728999,-122.31814,WALL-0401,Conductor,101444612,4000,OH,,,,,,,,,,,,,,,,
TR7377848,7/1/16,9:07:00 PM,37.78048,-121.49741,HERDLYN-1102,,,12000,OH,,,,,,,,,,,,,,,,
1500598,7/3/16,3:17:00 PM,38.034827,-120.380877,RACETRACK-1703,Conductor,101050507,17000,OH,,,,,,,,,,,,,,,,
1500756,7/4/16,7:17:00 AM,38.7623117,-121.214245,HORSESHOE-1106,Conductor,103810320,12000,OH,,,,,,,,,,,,,,,,
1501199,7/5/16,10:14:00 PM,36.28268999,-120.26173,COALINGA-NO-2-1107,Conductor,100743822,12000,OH,,,,,,,,,,,,,,,,
1502375,7/7/16,11:05:00 AM,39.29657999,-121.826279,LIVE-OAK-1104,Fuse,101315522,12000,OH,,,,,,,,,,,,,,,,
1502825,7/8/16,10:50:00 AM,38.33730999,-122.12112,MONTICELLO-1101,Conductor,102291118,12000,OH,,,,,,,,,,,,,,,,
TR7401132,7/8/16,3:14:00 PM,33.614279,-117.11102,TEJON-1102,Conductor,103070565,12000,OH,,,,,,,,,,,,,,,,
1503389,7/9/16,3:44:00 PM,38.892755,-121.9747617,DUNNIGAN-1101,Conductor,101602162,12000,OH,,,,,,,,,,,,,,,,
TR7403349,7/9/16,2:58:00 PM,38.50352544,-121.7826367,DAVIS-1107,Conductor,101599862,12000,OH,,,,,,,,,,,,,,,,
1507596,7/9/16,7:23:00 PM,37.31107999,-121.83127,SWIFT-2111,Unknown,100592926,21000,OH,,,,,,,,,,,,,,,,
1508960,7/12/16,2:47:00 PM,35.3471,-120.3813,TEMPLETON-2113,Conductor,101879190,21000,OH,,,,,,,,,,,,,,,,
TR7416625,7/13/16,12:13:00 PM,37.327675,-122.071937,BRITTON-MONTA-VISTA,Conductor,103510668,115000,OH,,,,,,,,,,,,,,,,
TR7421483,7/14/16,1:46:00 PM,35.38333085,-118.9232434,MAGUNDEN-1106,Capacitor Bank,100119861,12000,OH,,,,,,,,,,,,,,,,
1510971,7/15/16,11:27:00 PM,36.43789999,-121.91983,OTTER-1101,,182941101,12000,OH,,,,,,,,,,,,,,,,
1510898,7/15/16,4:01:00 PM,35.35853,-119.04094,WESTPARK-1111,Conductor,100194332,12000,OH,,,,,,,,,,,,,,,,
1510399,7/15/16,5:37:00 AM,35.1839,-120.5018,SAN-LUIS-OBISPO-1104,Conductor,101846594,12000,OH,,,,,,,,,,,,,,,,
1510786,7/15/16,2:28:00 PM,38.13657999,-122.709189,PETALUMA-C-1109,Conductor,102013570,12000,OH,,,,,,,,,,,,,,,,
1510773,7/15/16,2:51:00 PM,38.69651,-120.85983,DIAMOND-SPRINGS-1103,Conductor,101412774,12000,OH,,,,,,,,,,,,,,,,
1510938,7/16/16,6:59:00 AM,38.49443,-122.494429,SILVERADO-2105,Conductor,102265740,21000,OH,,,,,,,,,,,,,,,,
1511060,7/16/16,8:28:00 AM,37.48278,-119.8699933,MARIPOSA-2102,Conductor,101079104,21000,OH,,,,,,,,,,,,,,,,
1512114,7/18/16,8:16:00 PM,36.9119767,-121.7913417,GREEN-VALLEY-2102,Switch,101699685,21000,OH,,,,,,,,,,,,,,,,
1511696,7/18/16,8:37:00 AM,36.7572017,-119.7807167,MANCHESTER-1109,Capacitor Bank,100869066,12000,OH,,,,,,,,,,,,,,,,
1512074,7/18/16,3:22:00 PM,37.3220733,-121.8055333,SWIFT-2106,Conductor,100579940,21000,OH,,,,,,,,,,,,,,,,
1511774,7/18/16,9:39:00 AM,36.99767999,-119.98296,STOREY-1109,Conductor,101017131,12000,OH,,,,,,,,,,,,,,,,
1512257,7/19/16,2:03:00 AM,38.07567999,-122.53964,IGNACIO-1101,Other,102305231,12000,OH,,,,,,,,,,,,,,,,
1512630,7/19/16,2:43:00 PM,38.25345999,-122.06278,SUISUN-1108,Conductor,101557178,12000,OH,,,,,,,,,,,,,,,,
1512835,7/20/16,5:51:00 AM,34.893286,-120.351335,SISQUOC-1104,Conductor,101861585,12000,OH,,,,,,,,,,,,,,,,
1513276,7/20/16,7:30:00 PM,37.77120999,-121.81041,CAYETANO-2109,Conductor,100898986,21000,OH,,,,,,,,,,,,,,,,
1513906,7/21/16,4:56:00 PM,35.5922367,-120.6473917,TEMPLETON-2109,Other,103390807,21000,OH,,,,,,,,,,,,,,,,
1513731,7/21/16,1:49:00 PM,39.49649,-121.68858,TRES-VIAS-1101,Conductor,100416773,12000,OH,,,,,,,,,,,,,,,,
1513973,7/21/16,9:48:00 PM,40.85655999,-122.338729,ANTLER-1101,Conductor,101455670,12000,OH,,,,,,,,,,,,,,,,
1513884,7/21/16,5:47:00 PM,38.4941,-121.7874,DAVIS-1107,Conductor,101599745,12000,OH,,,,,,,,,,,,,,,,
1513693,7/21/16,1:14:00 PM,39.16787999,-121.71653,PEASE-1103,Capacitor Bank,101302589,12000,OH,,,,,,,,,,,,,,,,
1514309,7/22/16,2:13:00 PM,39.71212999,-121.81363,BUTTE-1105,Conductor,100346440,12000,OH,,,,,,,,,,,,,,,,
1514007,7/22/16,4:02:00 AM,37.34653,-120.932869,LIVINGSTON-1105,Conductor,101207784,12000,OH,,,,,,,,,,,,,,,,
TR7454406,7/23/16,12:48:00 PM,38.0192567,-121.9020867,KIRKER-2103,Capacitor Bank,102345455,21000,OH,,,,,,,,,,,,,,,,
1514867,7/23/16,7:14:00 PM,36.74091999,-119.7273,BARTON-1114,Conductor,100820603,12000,OH,,,,,,,,,,,,,,,,
1514804,7/23/16,4:16:00 PM,35.3431,-119.043049,WESTPARK-1103,Conductor,100256351,12000,OH,,,,,,,,,,,,,,,,
TR7457957,7/24/16,4:50:00 PM,38.010471,-122.194144,FAIRVIEW-2207,Conductor,103049639,21000,OH,,,,,,,,,,,,,,,,
1515845,7/25/16,3:34:00 PM,38.3522,-120.71065,ELECTRA-1101,Conductor,101263632,12000,OH,,,,,,,,,,,,,,,,
1515675,7/25/16,12:07:00 PM,37.476,-120.574,CRESSEY-2103,Conductor,101195552,21000,OH,,,,,,,,,,,,,,,,
TR7473385,7/27/16,3:05:00 PM,40.82067,-124.182504,FAIRHAVEN-1103,Conductor,100968543,12000,OH,,,,,,,,,,,,,,,,
1517098,7/27/16,2:23:00 PM,37.864924,-120.513392,PEORIA-FLAT-1704,Conductor,101041792,17000,OH,,,,,,,,,,,,,,,,
1518018,7/28/16,4:20:00 PM,36.74998999,-119.729649,BARTON-1111,Other,100818516,12000,OH,,,,,,,,,,,,,,,,
1517550,7/28/16,2:52:00 AM,35.3674,-120.3977,TEMPLETON-2113,Conductor,101849904,21000,OH,,,,,,,,,,,,,,,,
1517883,7/28/16,1:58:00 PM,39.7126733,-123.4973117,LAYTONVILLE-1101,Conductor,102195566,12000,OH,,,,,,,,,,,,,,,,
1517865,7/28/16,1:03:00 PM,37.2370567,-119.8157217,COARSEGOLD-2104,Conductor,103323932,21000,OH,,,,,,,,,,,,,,,,
TR7477012,7/28/16,8:12:00 AM,37.820701,-120.138803,CURTIS-1703,Other,101037043,17000,OH,,,,,,,,,,,,,,,,
TR7479575,7/28/16,2:25:00 PM,37.82318,-120.13562,CURTIS-1703,Other,101037043,17000,OH,,,,,,,,,,,,,,,,
1518715,7/29/16,6:55:00 PM,38.02042,-122.061949,TIDEWATER-2110,Conductor,100446986,21000,OH,,,,,,,,,,,,,,,,
TR7481866,7/29/16,12:37:00 AM,41.03964007,-123.6740322,HOOPA-1101,Conductor,100962351,12000,OH,,,,,,,,,,,,,,,,
TR7484505,7/29/16,3:53:00 PM,39.049719,-121.515306,PLUMAS-1101,Unknown,101334767,12000,OH,,,,,,,,,,,,,,,,
1518951,7/30/16,10:25:00 AM,35.19413,-118.91307,WEEDPATCH-1101,Conductor,100150295,12000,OH,,,,,,,,,,,,,,,,
TR7491548,7/31/16,1:57:00 PM,38.7827117,-120.91682,SHINGLE-SPRINGS-2109,Conductor,101417359,21000,OH,,,,,,,,,,,,,,,,
1519788,8/1/16,12:00:00 PM,38.90442999,-121.12742,WISE-1102,Conductor,100078299,12000,OH,,,,,,,,,,,,,,,,
1519965,8/1/16,4:37:00 PM,38.93191999,-121.469359,EAST-NICOLAUS-1103,Conductor,100078299,12000,OH,,,,,,,,,,,,,,,,
1520004,8/1/16,6:30:00 PM,38.69563,-120.928319,SHINGLE-SPRINGS-2109,Conductor,101412720,21000,OH,,,,,,,,,,,,,,,,
1520675,8/2/16,8:56:00 PM,37.0312383,-119.4395483,AUBERRY-1101,Conductor,100675986,12000,OH,,,,,,,,,,,,,,,,
1520161,8/2/16,7:11:00 AM,38.19697,-122.2757,HIGHWAY-1102,Conductor,103154739,12000,OH,,,,,,,,,,,,,,,,
1520624,8/2/16,7:46:00 PM,40.3867883,-122.2821633,COTTONWOOD-1101,,102931101,12000,OH,,,,,,,,,,,,,,,,
1520733,8/3/16,4:15:00 AM,38.8473783,-120.81196,PLACERVILLE-2106,Conductor,103809676,21000,OH,,,,,,,,,,,,,,,,
1521016,8/3/16,12:58:00 PM,39.326948,-120.603277,TAMARACK-1102,Conductor,100001032,12000,OH,,,,,,,,,,,,,,,,
TR7501895,8/4/16,10:42:00 AM,35.94248697,-119.384422,ALPAUGH-1104,Conductor,103074837,12000,OH,,,,,,,,,,,,,,,,
1522158,8/5/16,12:47:00 PM,38.34066999,-122.257769,PUEBLO-1104,Conductor,102284869,12000,OH,,,,,,,,,,,,,,,,
TR7508889,8/5/16,7:31:00 PM,39.02485915,-122.6672425,REDBUD-1101,Conductor,102154138,12000,OH,,,,,,,,,,,,,,,,
1522230,8/5/16,2:55:00 PM,40.47974999,-123.7803,BRIDGEVILLE-1101,Conductor,103572261,12000,OH,,,,,,,,,,,,,,,,
1522134,8/5/16,1:41:00 PM,38.40477999,-120.52924,WEST-POINT-1102,Conductor,101244628,12000,OH,,,,,,,,,,,,,,,,
1522610,8/6/16,6:54:00 PM,38.28186999,-122.30194,BASALT-1106,Fuse,102277853,12000,OH,,,,,,,,,,,,,,,,
1522918,8/7/16,8:04:00 PM,39.7529533,-123.2361533,COVELO-1101,Conductor,102183401,12000,OH,,,,,,,,,,,,,,,,
1522802,8/7/16,2:34:00 PM,37.23157,-122.15518,WOODSIDE-1101,Conductor,103413747,12000,OH,,,,,,,,,,,,,,,,
1523282,8/8/16,3:46:00 PM,37.1382033,-121.967225,LOS-GATOS-1106,Unknown,100519919,12000,OH,,,,,,,,,,,,,,,,
1523820,8/9/16,2:10:00 PM,37.33983999,-122.01107,WOLFE-1106,Conductor,100555160,12000,OH,,,,,,,,,,,,,,,,
1523978,8/9/16,7:22:00 PM,38.91866999,-120.95246,MOUNTAIN-QUARRIES-2101,Conductor,100038028,21000,OH,,,,,,,,,,,,,,,,
TR7516724,8/9/16,10:35:00 AM,37.05748,-119.97751,STOREY-1109,Conductor,101107871,12000,OH,,,,,,,,,,,,,,,,
1524140,8/10/16,8:39:00 AM,37.05749,-121.955569,CAMP-EVERS-2106,Conductor,103203955,21000,OH,,,,,,,,,,,,,,,,
1524445,8/10/16,3:28:00 PM,36.80462999,-119.76873,MANCHESTER-1111,Conductor,100840914,12000,OH,,,,,,,,,,,,,,,,
1524514,8/10/16,6:04:00 PM,37.08563999,-121.0131,SANTA-NELLA-1101,Conductor,103203955,12000,OH,,,,,,,,,,,,,,,,
1525111,8/11/16,8:11:00 PM,36.7370317,-119.4482033,TIVY-VALLEY-1106,Conductor,100774692,12000,OH,,,,,,,,,,,,,,,,
1525135,8/11/16,8:37:00 PM,39.7174717,-123.33687,COVELO-1101,Conductor,102180749,12000,OH,,,,,,,,,,,,,,,,
1524614,8/11/16,4:52:00 AM,38.98026999,-121.414659,WHEATLAND-1104,Conductor,100021159,12000,OH,,,,,,,,,,,,,,,,
1525339,8/12/16,10:19:00 AM,38.87507,-122.42228,HIGHLANDS-1103,Conductor,102168360,12000,OH,,,,,,,,,,,,,,,,
1525829,8/13/16,2:39:00 PM,39.20091999,-121.213,NARROWS-2105,Capacitor Bank,100011376,21000,OH,,,,,,,,,,,,,,,,
1526367,8/14/16,8:11:00 PM,37.49772,-122.370109,HALF-MOON-BAY-1101,Conductor,100307761,12000,OH,,,,,,,,,,,,,,,,
1526713,8/15/16,11:47:00 AM,37.277345,-121.809025,PIERCY-2109,Other,100588534,21000,OH,,,,,,,,,,,,,,,,
TR7537521,8/15/16,12:26:00 AM,38.197375,-121.1337583,LOCKEFORD-2102,Capacitor Bank,102075968,21000,OH,,,,,,,,,,,,,,,,
1526880,8/15/16,3:51:00 PM,37.8784317,-120.448835,PEORIA-FLAT-1701,Conductor,101020079,17000,OH,,,,,,,,,,,,,,,,
1527530,8/16/16,8:23:00 PM,36.7869883,-119.6956883,AIRWAYS-1106,Conductor,100887618,12000,OH,,,,,,,,,,,,,,,,
1527340,8/16/16,12:27:00 PM,40.34169,-123.88029,FRUITLAND-1141,Conductor,100990019,12000,OH,,,,,,,,,,,,,,,,
1527804,8/17/16,12:40:00 PM,35.37086999,-118.968419,BAKERSFIELD-2106,Transformer,100162417,21000,OH,,,,,,,,,,,,,,,,
1527917,8/17/16,1:02:00 PM,41.2494633,-123.7670733,HOOPA-1101,Conductor,103315791,12000,OH,,,,,,,,,,,,,,,,
1527970,8/17/16,2:13:00 PM,39.636096,-121.74794,ESQUON-1101,Conductor,100437069,12000,OH,,,,,,,,,,,,,,,,
1528078,8/17/16,6:58:00 PM,37.3077917,-119.6510517,COARSEGOLD-2104,Conductor,101020932,21000,OH,,,,,,,,,,,,,,,,
1528549,8/18/16,3:37:00 PM,36.6187383,-119.44391,WAHTOKE-1110,Conductor,100826791,12000,OH,,,,,,,,,,,,,,,,
1528648,8/18/16,6:13:00 PM,37.5956,-122.086479,DUMBARTON-SUB-1106,Fuse,100935109,12000,OH,,,,,,,,,,,,,,,,
1528658,8/18/16,6:37:00 PM,36.970135,-121.54598,LLAGAS-2104,Capacitor Bank,103553473,21000,OH,,,,,,,,,,,,,,,,
1529181,8/19/16,4:39:00 PM,39.22350999,-123.755,ELK-1101,Conductor,102206661,12000,OH,,,,,,,,,,,,,,,,
1529743,8/21/16,1:05:00 PM,38.4444517,-122.2495517,PUEBLO-1104,Conductor,102291451,12000,OH,,,,,,,,,,,,,,,,
1530471,8/22/16,4:20:00 PM,37.966561,-120.239501,CURTIS-1702,Conductor,101043683,17000,OH,,,,,,,,,,,,,,,,
1531014,8/23/16,4:11:00 PM,36.87411,-119.68648,COPPERMINE-1106,Conductor,100731257,12000,OH,,,,,,,,,,,,,,,,
1531506,8/24/16,12:20:00 PM,36.46334999,-121.712019,LAURELES-1111,Conductor,101750810,12000,OH,,,,,,,,,,,,,,,,
1531581,8/24/16,2:11:00 PM,36.845715,-119.8792583,FIGARDEN-2107,Conductor,103277500,21000,OH,,,,,,,,,,,,,,,,
1532100,8/25/16,12:05:00 PM,36.9726283,-119.3816167,AUBERRY-1101,Conductor,100651318,12000,OH,,,,,,,,,,,,,,,,
1532797,8/26/16,7:36:00 PM,36.9645817,-122.05289,PAUL-SWEET-2105,,83252105,21000,OH,,,,,,,,,,,,,,,,
1532890,8/27/16,5:56:00 AM,36.04388,-120.11166,KETTLEMAN-HILLS-1101,Conductor,103246130,12000,OH,,,,,,,,,,,,,,,,
1533218,8/28/16,6:25:00 AM,36.5618617,-119.718595,BOWLES-1101,Conductor,100683911,12000,OH,,,,,,,,,,,,,,,,
1533977,8/29/16,4:28:00 PM,38.26927999,-121.60294,GRAND-ISLAND-2227,Conductor,101583637,21000,OH,,,,,,,,,,,,,,,,
1534495,8/30/16,4:06:00 PM,36.5941317,-121.9212,VIEJO-2202,Conductor,101734977,21000,OH,,,,,,,,,,,,,,,,
1534477,8/30/16,3:30:00 PM,38.05754999,-122.1639,NORTH-TOWER-1104,Conductor,102264159,12000,OH,,,,,,,,,,,,,,,,
1534586,8/30/16,7:15:00 PM,39.9288017,-122.12765,CORNING-1104,Conductor,103165395,12000,OH,,,,,,,,,,,,,,,,
TR7600438,8/31/16,4:30:00 PM,35.191799,-120.469707,SAN-LUIS-OBISPO-1104,Conductor,101942860,12000,OH,,,,,,,,,,,,,,,,
1535080,8/31/16,7:59:00 PM,38.151,-121.680369,GRAND-ISLAND-2225,Conductor,101665829,21000,OH,,,,,,,,,,,,,,,,
1534852,8/31/16,11:28:00 AM,37.37205999,-120.450389,EL-CAPITAN-1103,Conductor,101147802,12000,OH,,,,,,,,,,,,,,,,
1535486,9/1/16,1:13:00 PM,38.4632717,-122.8161633,FULTON-1105,Conductor,101956270,12000,OH,,,,,,,,,,,,,,,,
1535375,9/1/16,9:37:00 AM,37.28143999,-121.8603,EVERGREEN-2105,Conductor,100617565,21000,OH,,,,,,,,,,,,,,,,
TR7607139,9/2/16,2:00:00 PM,37.66811,-121.7680517,LAS-POSITAS-2109,Conductor,100954399,21000,OH,,,,,,,,,,,,,,,,
1535944,9/2/16,12:45:00 PM,38.3868,-122.755529,BELLEVUE-1102,Conductor,101969369,12000,OH,,,,,,,,,,,,,,,,
1536124,9/2/16,8:24:00 PM,39.3223,-121.9849,RICE-1101,,62831101,12000,OH,,,,,,,,,,,,,,,,
1536458,9/3/16,9:30:00 PM,36.80805,-119.627889,AIRWAYS-1102,Conductor,103269240,12000,OH,,,,,,,,,,,,,,,,
1536741,9/5/16,8:30:00 AM,39.52329,-122.146185,LOGAN-CREEK-2101,Conductor,100430821,21000,OH,,,,,,,,,,,,,,,,
1538081,9/7/16,7:50:00 PM,37.99205999,-122.54447,SAN-RAFAEL-1106,Conductor,102249944,12000,OH,,,,,,,,,,,,,,,,
1538529,9/8/16,3:29:00 PM,38.0013267,-122.32902,POINT-PINOLE-1101,Conductor,101426911,12000,OH,,,,,,,,,,,,,,,,
TR7627777,9/8/16,9:36:00 PM,37.29175,-121.87109,EVERGREEN-2104,Conductor,100598024,21000,OH,,,,,,,,,,,,,,,,
1538918,9/9/16,11:17:00 AM,36.8517433,-119.6225383,CLOVIS-1102,Conductor,100746408,12000,OH,,,,,,,,,,,,,,,,
TR7629465,9/9/16,2:10:00 PM,38.9202033,-121.08588,PLACER-1103,Capacitor Bank,100036304,12000,OH,,,,,,,,,,,,,,,,
1538969,9/9/16,1:02:00 PM,37.28367,-120.47405,MERCED-2101,Conductor,101018780,21000,OH,,,,,,,,,,,,,,,,
1539140,9/10/16,12:32:00 AM,37.1861717,-120.67754,EL-NIDO-1104,Conductor,101072400,12000,OH,,,,,,,,,,,,,,,,
1539827,9/11/16,9:50:00 PM,36.952612,-119.726289,WOODWARD-2108,Unknown,100652942,21000,OH,,,,,,,,,,,,,,,,
1539878,9/12/16,7:43:00 AM,36.3999,-121.90201,OTTER-1101,Conductor,101669614,12000,OH,,,,,,,,,,,,,,,,
1540487,9/12/16,6:59:00 PM,36.5303,-119.3056,OROSI-1101,Conductor,100807630,12000,OH,,,,,,,,,,,,,,,,
1540404,9/12/16,3:11:00 PM,39.52556,-123.7655,FORT-BRAGG-A-1101,Conductor,102185070,12000,OH,,,,,,,,,,,,,,,,
1540537,9/12/16,8:51:00 PM,37.355,-121.9355,FMC-1111,Conductor,100608192,12000,OH,,,,,,,,,,,,,,,,
1540244,9/12/16,12:54:00 PM,38.78322999,-120.6006,EL-DORADO-P-H-2101,Conductor,101421708,21000,OH,,,,,,,,,,,,,,,,
1541214,9/13/16,10:38:00 PM,39.4796183,-121.8575417,RICE-1103,,62831103,12000,OH,,,,,,,,,,,,,,,,
1540855,9/13/16,10:32:00 AM,39.19131,-121.18186,NARROWS-2105,Conductor,100082849,21000,OH,,,,,,,,,,,,,,,,
1541724,9/14/16,9:30:00 PM,37.34475,-121.0764567,CROWS-LANDING-1101,Conductor,101228545,12000,OH,,,,,,,,,,,,,,,,
1542485,9/15/16,7:10:00 PM,37.11023999,-121.950919,LOS-GATOS-1107,Conductor,100520198,12000,OH,,,,,,,,,,,,,,,,
1542958,9/16/16,9:10:00 PM,39.83874,-121.70232,NOTRE-DAME-1104,Conductor,100441760,12000,OH,,,,,,,,,,,,,,,,
1543564,9/18/16,3:02:00 PM,37.1618533,-122.1347,BIG-BASIN-1102,Conductor,103410909,12000,OH,,,,,,,,,,,,,,,,
1543773,9/18/16,10:15:00 PM,37.96529999,-121.25794,EAST-STOCKTON-0402,,3.17818E+11,4000,OH,,,,,,,,,,,,,,,,
